Company,Funding Round,Amount,Date,RupeesAmount,dollarAmt
Drishti Eye Care,Seed,"$366,997","Jan 2, 2012",27524775,330297.3
cloud infra LLC,Non-equity Assistance,—,"Jan 11, 2013",0,0
Myntra,Series A,"$5,000,000","Nov 4, 2008",375000000,4500000
SKI Capital Services Limited,Series A,—,"Jan 14, 2009",0,0
BookMyShow,Series A,"$18,000,000","Aug 23, 2012",1350000000,16200000
Aniika,Angel,"$500,000","Jul 30, 2012",37500000,450000
Green Infra Ltd.,Private Equity,"₹80,000,000","Aug 5, 2011",80000000,960000
Roshini International Bio Energy,Series A,—,"Jan 1, 2007",0,0
Appsdaily Solutions,Series A,"₹180,000,000","Jan 1, 2011",180000000,2160000
Covacsis Technologies Pvt. Ltd.,Series A,"$450,000","Sep 24, 2012",33750000,405000
ING Vysya Bank,Post-IPO Equity,—,"Jun 26, 2005",0,0
India Mortgage Guarantee Company,Venture - Series Unknown,"₹800,000,000","Nov 15, 2011",800000000,9600000
Myntra,Seed,—,"Jan 1, 2007",0,0
Pragma Infotech,Non-equity Assistance,—,"Jun 1, 2010",0,0
Smart Habitat,Pre-Seed,—,"Oct 6, 2011",0,0
SMC Global Securities,Venture - Series Unknown,—,"Apr 14, 2008",0,0
iYogi,Series B,"$9,500,000","Jul 1, 2008",712500000,8550000
Prestige Group,Venture - Series Unknown,—,"Feb 8, 2010",0,0
Air Works India Engineering,Series A,"$25,000,000","Jan 1, 2007",1875000000,22500000
Agarwal Associates,Venture - Series Unknown,—,"Jul 3, 2010",0,0
Soci Ads,Seed,"$50,000","Jan 11, 2011",3750000,45000
Ritesh Properties and Industries,Post-IPO Equity,—,"Dec 14, 2007",0,0
Connect M Solutions,Series B,"$4,000,000","Aug 1, 2010",300000000,3600000
Dosti Realty,Venture - Series Unknown,—,"Aug 1, 2008",0,0
Nicheken,Venture - Series Unknown,—,"Aug 13, 2010",0,0
OSIAN,Venture - Series Unknown,—,"Nov 15, 2005",0,0
SLEEPINS,Venture - Series Unknown,—,"Oct 8, 2007",0,0
ColdStar Logistics,Venture - Series Unknown,"₹299,000,000","Sep 1, 2010",299000000,3588000
Games2win Media,Series B,"$6,000,000","Mar 30, 2011",450000000,5400000
Perch Service Apartments,Seed,"$200,000","Jan 4, 2010",15000000,180000
Arohan Financial,Venture - Series Unknown,"$1,500,000","Aug 13, 2008",112500000,1350000
Indosolar,Venture - Series Unknown,—,"Mar 30, 2010",0,0
Dynamatic Technologies,Post-IPO Equity,—,"Jan 1, 2010",0,0
Splash,Seed,—,"Mar 1, 2011",0,0
Orb Energy,Private Equity,—,"Aug 1, 2006",0,0
Bajaj Motors,Private Equity,"$12,000,000","Mar 31, 2007",900000000,10800000
atOnePlace.com,Angel,"$250,000","Sep 20, 2008",18750000,225000
Sahara India,Venture - Series Unknown,—,"May 1, 2010",0,0
Goodwill Developers,Venture - Series Unknown,—,"Sep 15, 2011",0,0
Gadgetsguru.com,Venture - Series Unknown,—,"Dec 12, 2011",0,0
Suvidhaa,Seed,—,"Dec 1, 2007",0,0
Annapurna Pet,Seed,"₹4,800,000","Mar 1, 2012",4800000,57600
Rolocule Games,Angel,"$222,059","Jan 11, 2013",16654425,199853.1
Littlefeet Inc.,Series C,"$25,000,000","Nov 1, 2002",1875000000,22500000
Supreme Industries,Post-IPO Equity,"₹412,700,000","Sep 1, 2012",412700000,4952400
SORIL Infra Resources,Venture - Series Unknown,—,"Aug 30, 2005",0,0
Vayavya Labs,Angel,"$1,000,000","Jul 1, 2011",75000000,900000
Quikjet,Venture - Series Unknown,"$16,600,000","Feb 1, 2008",1245000000,14940000
International Tractors Ltd,Private Equity,"$100,000,000","Oct 8, 2012",7500000000,90000000
GreenDust,Series B,"$40,000,000","Jun 28, 2012",3000000000,36000000
Yatra,Series C,"$45,000,000","May 27, 2011",3375000000,40500000
MyParichay,Seed,"$250,000","Oct 1, 2011",18750000,225000
99tests,Seed,"$10,000","Dec 1, 2010",750000,9000
SpiceJet Limited,Post-IPO Equity,—,"Jan 30, 2006",0,0
Dealsandyou.com,Series A,"$1,500,000","Aug 1, 2010",112500000,1350000
AIOCD Pharmasofttech AWACS,Venture - Series Unknown,—,"Jan 19, 2010",0,0
The Times Of India,Venture - Series Unknown,"$10,000,000","Jun 29, 2006",750000000,9000000
TutorVista,Venture - Series Unknown,"$18,000,000","Jul 24, 2008",1350000000,16200000
Applied solar Technologies,Venture - Series Unknown,"$21,000,000","Apr 22, 2010",1575000000,18900000
Lodha Group,Venture - Series Unknown,—,"Oct 15, 2006",0,0
Infibeam,Venture - Series Unknown,—,"Feb 2, 2012",0,0
VIDTEQ India,Series A,"$360,183","Jun 1, 2011",27013725,324164.7
Ruchi Realty,Venture - Series Unknown,—,"Nov 10, 2009",0,0
Dataresolve Technologies,Angel,—,"Jan 6, 2011",0,0
GKC Projects,Private Equity,"₹600,000,000","Dec 23, 2009",600000000,7200000
A LITTLE WORLD,Series B,"$6,410,000","Sep 9, 2008",480750000,5769000
Azure Power,Series D,"$8,600,000","Sep 6, 2012",645000000,7740000
SmartPrep,Pre-Seed,—,"Oct 1, 2012",0,0
HPL Additives,Private Equity,"$10,000,000","Nov 1, 2005",750000000,9000000
Mast Kalandar,Series B,—,"Oct 7, 2010",0,0
Manthan,Venture - Series Unknown,—,"Jan 4, 2009",0,0
Enpocket,Series A,"$700,000","Aug 19, 2002",52500000,630000
ASG Eye Hospital,Venture - Series Unknown,"$9,100,000","Jan 18, 2013",682500000,8190000
24 Mantra Organic,Seed,"$1,263,360","Mar 1, 2007",94752000,1137024
Unimark Remedies,Funding Round,"$33,299,999","Apr 15, 2011",2497499925,29969999.1
LeCroy,Private Equity,—,"Mar 1, 1995",0,0
Pratibha Syntex,Private Equity,"₹825,000,000","May 1, 2007",825000000,9900000
Growing Opportunity Finance,Seed,"₹117,000,000","Apr 1, 2009",117000000,1404000
Crossword Bookstores,Venture - Series Unknown,"₹10,000,000","Jul 1, 2000",10000000,120000
TutorVista,Series A,"$2,000,000","Jun 12, 2006",150000000,1800000
Valyoo Technologies,Series A,"$4,000,000","Oct 31, 2011",300000000,3600000
Nova Medical Centers,Series A,—,"Jan 1, 2010",0,0
Favista Real Estate,Venture - Series Unknown,"$2,000,000","Jan 1, 2012",150000000,1800000
Under the Mango Tree,Seed,"$75,000","Jun 1, 2010",5625000,67500
Chaska,Angel,—,"May 1, 2012",0,0
PME Power Solutions,Venture - Series Unknown,—,"Jul 22, 2011",0,0
B Natural,Venture - Series Unknown,"₹50,000,000","Dec 1, 2007",50000000,600000
Maneesh Pharmaceuticals,Venture - Series Unknown,"₹250,000,000","Mar 1, 2010",250000000,3000000
Scion Global,Venture - Series Unknown,"$187,000","Oct 15, 2009",14025000,168300
LoveLocal (formerly m.Paani),Seed,"$1,000,000","Sep 20, 2011",75000000,900000
eYantra Industries,Series A,"$3,100,000","Oct 14, 2008",232500000,2790000
Brattle Foods,Venture - Series Unknown,—,"Aug 12, 2012",0,0
Tecpro AshTech,Private Equity,—,"Oct 1, 2007",0,0
Loylty Rewardz Management,Venture - Series Unknown,"$4,400,000","Oct 3, 2011",330000000,3960000
City Union Bank,Post-IPO Equity,"₹450,000,000","Dec 1, 2006",450000000,5400000
DMD Industries,Debt Financing,—,"Mar 1, 2002",0,0
CoCubes.com,Angel,—,"May 1, 2009",0,0
SVG Media,Secondary Market,"$3,500,000","Sep 1, 2011",262500000,3150000
Industree Crafts,Venture - Series Unknown,"$1,000,000","Jul 1, 2011",75000000,900000
CUGL,Private Equity,"₹300,000,000","Dec 1, 2006",300000000,3600000
Commander Vitrified,Funding Round,—,"Apr 10, 2012",0,0
Vijayawada Tollway Private Ltd,Private Equity,—,"Apr 1, 2008",0,0
Nueclear Healthcare,Venture - Series Unknown,"₹220,000,000","Jan 18, 2013",220000000,2640000
LT Foods,Post-IPO Equity,"$10,000,000","Oct 8, 2009",750000000,9000000
KMC Constructions Limited,Private Equity,"$35,000,000","Jan 1, 2007",2625000000,31500000
Gujarat NRE Coke,Post-IPO Equity,—,"May 15, 2009",0,0
S. R. Creations,Seed,"$60,000","Jan 25, 2008",4500000,54000
mobME Solutions,Angel,"$200,000","Jun 1, 2007",15000000,180000
Zapaq,Series A,"$6,000,000","Mar 19, 2004",450000000,5400000
Fortel,Series A,—,"Mar 21, 2000",0,0
Easy Square Feet,Seed,—,"Aug 13, 2009",0,0
CARE Hospitals Group,Private Equity,"$105,000,000","Apr 2, 2012",7875000000,94500000
NoPaperForms,Angel,"$500,000","Jul 1, 2011",37500000,450000
G.E.T. Power,Private Equity,—,"Jan 1, 2005",0,0
Maneesh Pharmaceuticals,Venture - Series Unknown,"₹393,000,000","Aug 1, 2006",393000000,4716000
Puravankara Ltd,Post-IPO Equity,—,"Apr 1, 2011",0,0
TutorVista,Series D,"$50,000,000","Sep 24, 2010",3750000000,45000000
Refex Industries,Venture - Series Unknown,—,"Aug 1, 2006",0,0
SuperProfs,Angel,—,"Sep 15, 2012",0,0
Knowledgestreem,Seed,"$40,000","Dec 14, 2010",3000000,36000
Connect M Solutions,Series A,"$6,000,000","Jun 27, 2007",450000000,5400000
Trident Microfin,Venture - Series Unknown,"₹185,000,000","Nov 1, 2008",185000000,2220000
Bakelite Hylam,Private Equity,"₹15,300,000","Jul 1, 2006",15300000,183600
Daiki Brands,Venture - Series Unknown,—,"Jul 1, 2012",0,0
DreamTeam Technologies,Seed,—,"Apr 1, 2006",0,0
Moser Baer Solar,Series B,"$92,500,000","Sep 4, 2008",6937500000,83250000
Mobile2win,Venture - Series Unknown,"$15,000,000","Nov 13, 2006",1125000000,13500000
Reasoning Global eApplications Ltd.,Venture - Series Unknown,—,"Jan 1, 2011",0,0
Mswipe Technologies,Seed,—,"Jan 1, 2012",0,0
Dash,Series C,"$6,000,000","Feb 4, 2000",450000000,5400000
Delhivery,Series A,"$1,500,000","Aug 1, 2012",112500000,1350000
CarTrade,Series C,"₹597,000,000","Aug 30, 2011",597000000,7164000
Hathway,Post-IPO Equity,—,"Mar 1, 2012",0,0
obopay,Series E,"$70,000,000","Mar 25, 2009",5250000000,63000000
Kolte-Patil Developers,Post-IPO Equity,—,"Dec 25, 2010",0,0
Numex,Venture - Series Unknown,"$3,000,000","Feb 15, 2000",225000000,2700000
Raja Rani Travels Pvt Ltd,Venture - Series Unknown,—,"Feb 1, 2006",0,0
Religare Finvest,Private Equity,"₹1,500,000,000","Nov 18, 2011",1500000000,18000000
Vistaar,Series A,"₹150,000,000","Jan 1, 2010",150000000,1800000
ERisk,Series B,"$10,000,000","Feb 5, 2001",750000000,9000000
Landmark,Private Equity,"₹650,000,000","Nov 5, 2009",650000000,7800000
Eximsoft Technologies,Venture - Series Unknown,"$14,000,000","Jan 16, 2007",1050000000,12600000
Pepperfry,Series A,"$5,000,000","Dec 12, 2011",375000000,4500000
Primus Retail,Venture - Series Unknown,"$12,000,000","Aug 27, 2007",900000000,10800000
Siddhivinayak Agri Processing,Series A,"$1,000,000","Jan 1, 2011",75000000,900000
Webdunia,Series B,"$3,000,000","Apr 3, 2002",225000000,2700000
Polar Industries,Post-IPO Equity,"₹4,600,000","Jun 1, 2008",4600000,55200
Zoomin,Series B,"$5,000,000","Sep 1, 2011",375000000,4500000
OnMobile,Series A,"$15,000,000","Jan 1, 2000",1125000000,13500000
Olah-Viq Software Solutions,Funding Round,—,"Dec 10, 2010",0,0
e-Security,Venture - Series Unknown,"$10,000,000","Nov 4, 2002",750000000,9000000
Myntra,Series B,"$11,000,000","Jul 1, 2010",825000000,9900000
IndusInd Media & Communications,Private Equity,"₹10,000,000","Apr 25, 2000",10000000,120000
Navayuga Engineering Company Ltd,Private Equity,"$44,400,000","Nov 1, 2006",3330000000,39960000
Lok Group,Post-IPO Equity,—,"Nov 1, 2007",0,0
CarWale,Series A,"$7,000,000","Oct 6, 2008",525000000,6300000
obopay,Series B,"$7,000,000","Sep 1, 2006",525000000,6300000
ICICI OneSource,Private Equity,—,"Jul 1, 2004",0,0
Kumar Urban Development Limited,Venture - Series Unknown,—,"Dec 22, 2010",0,0
ShopClues,Angel,"$2,000,000","Jul 1, 2011",150000000,1800000
SharesVault,Seed,—,"Jul 1, 2012",0,0
Maharana Infrastructure and Professional Services Private Limited (MIPS),Series B,"$13,300,000","Jan 1, 2013",997500000,11970000
Eris Lifesciences,Private Equity,"₹1,600,000,000","Sep 6, 2011",1600000000,19200000
Spandana Sphoorty Financial Limited,Venture - Series Unknown,—,"Aug 1, 2007",0,0
GUPTA TUTORIALS INDORE PRIVATE LIMITED,Series A,"$250,000","Apr 25, 2008",18750000,225000
Dealsandyou.com,Series B,"$17,000,000","Nov 1, 2011",1275000000,15300000
GAP Miners,Seed,"$500,000","Jan 1, 2008",37500000,450000
Minglebox,Series A,"$7,000,000","May 1, 2007",525000000,6300000
Novatium,Venture - Series Unknown,—,"Sep 21, 2007",0,0
Sai Security Printers,Venture - Series Unknown,"$7,000,000","Jan 31, 2012",525000000,6300000
Rebel Foods,Pre-Seed,—,"Oct 30, 2010",0,0
Glenmark Pharmaceuticals,Private Equity,"$48,000,000","Jul 1, 2002",3600000000,43200000
Proof-of-Performance,Angel,—,"Sep 1, 2011",0,0
TechAxes,Venture - Series Unknown,—,"Aug 10, 2006",0,0
Bang Overseas,Venture - Series Unknown,—,"Feb 12, 2008",0,0
Codelearn,Seed,"$150,000","Dec 1, 2012",11250000,135000
Rustomjee,Venture - Series Unknown,—,"Nov 1, 2008",0,0
LatticeBridge Infotech Pvt. Ltd.,Venture - Series Unknown,—,"Sep 1, 2008",0,0
Stovekraft,Series A,"₹220,000,000","Jan 1, 2007",220000000,2640000
IndusInd Bank,Post-IPO Equity,"$14,500,000","Mar 1, 2011",1087500000,13050000
Expibotz Technologies,Seed,"₹110,000","Jan 10, 2013",110000,1320
Achievo,Series C,"$13,991,000","Jun 6, 2008",1049325000,12591900
Ozone Promenade,Venture - Series Unknown,—,"Apr 25, 2009",0,0
Purvanchal Group,Venture - Series Unknown,—,"Jun 18, 2008",0,0
Sai Sudhir Infrastructure,Venture - Series Unknown,"₹480,000,000","Sep 18, 2008",480000000,5760000
authorGEN,Angel,—,"Dec 1, 2006",0,0
Nibodha Technologies Pvt Ltd,Seed,"$150,000","Nov 20, 2012",11250000,135000
Cambridge Information Technology India,Funding Round,"$1,000,000","Jan 1, 1996",75000000,900000
Moser Baer,Private Equity,—,"Dec 1, 1998",0,0
obopay,Series A,"$10,000,000","Mar 8, 2006",750000000,9000000
Artoo,Seed,"$80,000","May 16, 2010",6000000,72000
John Energy,Venture - Series Unknown,"$11,000,000","Oct 1, 2006",825000000,9900000
Indo Shell Mould,Venture - Series Unknown,"₹157,200,000","Feb 1, 2006",157200000,1886400
The Pride Group,Venture - Series Unknown,—,"May 12, 2009",0,0
Scotts Garments,Venture - Series Unknown,"₹200,000,000","Dec 1, 2012",200000000,2400000
TeamLease Services,Venture - Series Unknown,"$22,500,000","Apr 5, 2011",1687500000,20250000
LINERS INDIA,Venture - Series Unknown,"₹58,000,000","Dec 1, 2005",58000000,696000
FirstCry,Series B,"$14,000,000","Feb 13, 2012",1050000000,12600000
Milk Mantra,Seed,—,"Jun 1, 2009",0,0
Shriram Group,Private Equity,—,"Feb 24, 2011",0,0
FrontalRain Technologies,Series A,—,"Sep 28, 2012",0,0
Littlefeet Inc.,Series B,"$25,000,000","Jun 1, 2000",1875000000,22500000
Maxivision Super Speciality Eye Hospitals,Private Equity,"₹600,000,000","Nov 1, 2010",600000000,7200000
Aasan Industries,Private Equity,"€2,000,000","Sep 18, 2005",0,0
Attero,Seed,"$2,500,000","Apr 18, 2008",187500000,2250000
Laxmi Organic Industries,Venture - Series Unknown,"₹475,000,000","Dec 26, 2011",475000000,5700000
AtYourPrice,Seed,—,"Jan 31, 2008",0,0
Vishal Personal Care,Private Equity,—,"Sep 1, 2012",0,0
Mealnut,Seed,"$11,131","Feb 1, 2011",834825,10017.9
EnNatura Technology Ventures,Seed,"$200,000","Jan 7, 2010",15000000,180000
KSK Power Venture,Private Equity,"$97,430,000","Jun 16, 2008",7307250000,87687000
DB Realty,Venture - Series Unknown,—,"Nov 1, 2007",0,0
Mom Junction,Series A,"$1,500,000","Jan 5, 2007",112500000,1350000
Trident Microfin,Venture - Series Unknown,"₹18,100,000","Jan 1, 2008",18100000,217200
Chakpak Media,Venture - Series Unknown,"$5,000,000","Dec 22, 2008",375000000,4500000
Century Real Estate,Venture - Series Unknown,—,"Sep 1, 2009",0,0
Securens Systems,Venture - Series Unknown,"$4,000,000","Jan 1, 2012",300000000,3600000
IBS Software Services,Private Equity,"$53,500,000","Jul 26, 2007",4012500000,48150000
Onward Mobility,Venture - Series Unknown,—,"Mar 29, 2010",0,0
Flexituff International,Private Equity,—,"Jan 1, 2007",0,0
NaftoGaz India,Private Equity,"$14,000,000","Jun 24, 2010",1050000000,12600000
Billdesk,Private Equity,—,"Apr 3, 2012",0,0
Hydroair Tectonics (PCD),Series A,"$1,200,000","Jun 2, 2006",90000000,1080000
RICHFEEL,Venture - Series Unknown,—,"Sep 1, 2006",0,0
Sonata Finance,Venture - Series Unknown,"$8,541,512","Sep 1, 2012",640613400,7687360.8
99Presents,Seed,"$20,000","Sep 1, 2012",1500000,18000
e-Security,Series C,"$5,000,000","May 26, 2004",375000000,4500000
Quikjet,Venture - Series Unknown,"$3,420,000","Nov 1, 2010",256500000,3078000
Nirmal Lifestyle,Venture - Series Unknown,—,"Mar 1, 2012",0,0
Sterling And Wilson,Venture - Series Unknown,"₹80,000,000","Jan 1, 2010",80000000,960000
Rane Holdings,Post-IPO Equity,"$4,700,000","Sep 2, 2007",352500000,4230000
Shoptimize India,Convertible Note,—,"Dec 1, 2012",0,0
Evoma,Venture - Series Unknown,"₹276,300,000","Dec 1, 2007",276300000,3315600
Proof-of-Performance,Series A,—,"Mar 26, 2012",0,0
Tsunami Research,Series A,"$5,500,000","Jan 12, 2004",412500000,4950000
Tek Travels,Funding Round,—,"Apr 27, 2012",0,0
Shikhar Microfinance,Venture - Series Unknown,"₹25,000,000","Sep 1, 2009",25000000,300000
GEI Industrial Systems,Venture - Series Unknown,"₹625,000,000","Feb 17, 2011",625000000,7500000
KPIT Technologies,Post-IPO Equity,"₹1,125,000,000","Jan 1, 2011",1125000000,13500000
Schedulers,Seed,"$541,363","Nov 1, 2012",40602225,487226.7
DMC Education,Post-IPO Equity,—,"Feb 7, 2011",0,0
Kreeda Games,Venture - Series Unknown,"$10,000,000","Jul 13, 2007",750000000,9000000
mYwindow,Seed,"$65,000","Nov 20, 2012",4875000,58500
Prasanna Purple,Venture - Series Unknown,—,"Jul 1, 2009",0,0
TommyJams,Venture - Series Unknown,—,"Jul 7, 2012",0,0
IMIsoft Engineering,Private Equity,—,"Mar 1, 2008",0,0
Manthan,Series C,"$15,000,000","Feb 15, 2012",1125000000,13500000
Nanavati Group,Venture - Series Unknown,"₹250,000,000","Jul 1, 2007",250000000,3000000
Discounted Flats,Venture - Series Unknown,—,"Dec 15, 2011",0,0
PV Technologies India,Private Equity,"$100,000,000","Jan 1, 2007",7500000000,90000000
Sphaera Pharma,Private Equity,—,"Nov 24, 2008",0,0
International Recreation Parks,Private Equity,"₹750,000,000","Jul 5, 2006",750000000,9000000
Zipdial,Seed,—,"Dec 27, 2012",0,0
Trident Infosol,Venture - Series Unknown,"₹150,000,000","Mar 1, 2010",150000000,1800000
GreenDust,Series A,—,"Mar 25, 2010",0,0
SSI Education,Private Equity,"$20,000,000","Feb 1, 2003",1500000000,18000000
Suksh Tech.,Angel,"$1,500,000","May 1, 2008",112500000,1350000
24 Mantra Organic,Debt Financing,"$4,217,180","Sep 1, 2010",316288500,3795462
Shikhar Dairy,Venture - Series Unknown,—,"Jan 1, 2013",0,0
Mahindra REVA,Series B,"$24,000,000","May 2, 2008",1800000000,21600000
Appsdaily Solutions,Seed,"₹50,000,000","Jan 1, 2010",50000000,600000
Spice Digital,Funding Round,"$20,000,000","Jul 29, 2011",1500000000,18000000
Cleartrip,Venture - Series Unknown,"$3,000,000","Jan 1, 2006",225000000,2700000
JHS Svendgaard Laboratories,Venture - Series Unknown,—,"Sep 1, 2006",0,0
E-Hands Energy,Venture - Series Unknown,—,"Jan 1, 2013",0,0
Quikr,Series D,"$8,000,000","May 9, 2011",600000000,7200000
Synergies Castings,Venture - Series Unknown,"₹247,700,000","Sep 1, 2011",247700000,2972400
CarTrade,Series B,—,"Feb 18, 2011",0,0
Elpro Energy Dimensions,Venture - Series Unknown,"$100,000","May 28, 2005",7500000,90000
SatNav Technologies,Series A,"$7,000,000","May 14, 2008",525000000,6300000
Tulsi Castings and Machining,Venture - Series Unknown,"₹400,000,000","Mar 30, 2012",400000000,4800000
DTL Ancillaries,Private Equity,—,"Mar 26, 2012",0,0
Welspun Steel,Private Equity,"$60,000,000","Aug 19, 2011",4500000000,54000000
mydala.com,Series A,"$6,000,000","Sep 25, 2011",450000000,5400000
Sconce Solutions,Venture - Series Unknown,—,"Oct 17, 2012",0,0
Milk Mantra,Angel,—,"Nov 1, 2010",0,0
Intepat IP Services,Seed,"$10,000","Sep 1, 2009",750000,9000
Indian Oil Tanking,Private Equity,"$5,000,000","Jul 1, 2004",375000000,4500000
Wings Intellect,Seed,"$500,000","Nov 1, 2011",37500000,450000
Bhagyanagar Gas,Private Equity,"$25,000,000","Dec 23, 2010",1875000000,22500000
Endeavor Careers Pvt Ltd,Venture - Series Unknown,—,"Apr 21, 2011",0,0
MyBabyCart,Seed,"$175,000","May 1, 2012",13125000,157500
The American Swan Lifestyle Company,Corporate Round,"₹400,000,000","Jan 21, 2013",400000000,4800000
